name,artists,genres,release_year,duration,popularity,Danceability,Energy,Key,Liveness,Valence,Tempo,Time Signature
Terrible Love,Birdy,"neo mellow,uk pop",2011-11-04,283880,46,0.46,0.451,2.0,0.155,0.144,77.928,4.0
Go Your Own Way - 2004 Remaster,Fleetwood Mac,"album rock,classic rock,rock,soft rock,yacht rock",1977-02-04,223613,83,0.583,0.947,5.0,0.0679,0.803,135.448,4.0
One Sweet Day,"Mariah Carey, Boyz II Men","dance pop,pop,urban contemporary,boy band,contemporary r&b,new jack swing,r&b,urban contemporary",1995-10-03,281066,71,0.568,0.495,1.0,0.0839,0.303,128.234,4.0
The Fly,Chubby Checker,"rock-and-roll,rockabilly",1961-01-01,148893,0,0.464,0.923,5.0,0.104,0.844,77.482,4.0
When I'm Sixty Four - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",1967-06-01,157666,68,0.704,0.241,1.0,0.0868,0.661,140.411,4.0
You Get What You Give,New Radicals,pop rock,1998-01-01,300773,0,0.621,0.901,2.0,0.0875,0.744,113.967,4.0
Without You (feat. Usher),"David Guetta, Usher","big room,dance pop,edm,pop,pop dance,atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",2012-12-07,208133,75,0.608,0.614,2.0,0.157,0.402,127.884,4.0
Cartoon Heroes - Radio Edit,Aqua,"bubblegum dance,dance pop,eurodance,europop",2005-01-01,218493,27,0.68,0.988,1.0,0.0681,0.764,127.982,4.0
On A Plain,Nirvana,"grunge,permanent wave,rock",1994-11-01,224800,0,0.708,0.793,1.0,0.423,0.637,117.951,4.0
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P","dance pop,pop,urban contemporary,battle rap,east coast hip hop,hardcore hip hop,trap,battle rap,dirty south rap,east coast hip hop,hardcore hip hop",2002-11-19,187840,65,0.844,0.754,6.0,0.0575,0.961,100.002,4.0
Pure Shores,All Saints,"dance pop,europop,girl group,new wave pop",2000-08-16,268746,66,0.631,0.664,6.0,0.0696,0.407,100.618,4.0
How We Do (Party),Rita Ora,"dance pop,pop,uk pop",2012-03-20,246173,27,0.751,0.923,7.0,0.109,0.734,116.03,4.0
Never on the Day You Leave,John Mayer,"neo mellow,singer-songwriter",2017-04-14,220866,54,0.536,0.355,2.0,0.138,0.22,139.888,4.0
Thinking About You (feat. Ayah Marar),"Calvin Harris, Ayah Marar","dance pop,edm,electro house,house,pop,progressive house,uk dance,jordanian pop",2012-10-29,247933,71,0.725,0.874,0.0,0.0958,0.748,127.985,4.0
Nevermind,Dennis Lloyd,israeli pop,2017-06-30,156600,80,0.6,0.688,5.0,0.409,0.0793,99.977,4.0
All Night Long (All Night) - Single Version,Lionel Richie,soft rock,1992-01-01,258665,76,0.748,0.603,1.0,0.0269,0.827,108.831,4.0
Sunday Morning,Maroon 5,pop,2012-06-05,244880,0,0.609,0.779,0.0,0.0702,0.786,88.036,4.0
Gamble Everything for Love,Ben Lee,"australian alternative rock,australian pop,australian rock,pop rock",2005-02-22,201560,33,0.765,0.441,9.0,0.07,0.884,162.946,4.0
I Want to Know What Love Is - 2008 Remaster,Foreigner,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock",2008-07-08,295480,63,0.48,0.529,6.0,0.257,0.469,81.527,4.0
Into You,Ariana Grande,pop,2016-05-20,244453,2,0.623,0.734,9.0,0.145,0.37,107.853,4.0
Fall At Your Feet,Crowded House,"australian rock,permanent wave",1991-06-24,198800,66,0.65,0.371,0.0,0.102,0.561,102.583,4.0
She's Got You - Single Version,Patsy Cline,"country,nashville sound",1988-01-01,181800,0,0.389,0.137,5.0,0.106,0.567,182.347,3.0
Carry On (Her Letter To Him),Ne-Yo,"dance pop,pop,r&b,urban contemporary",2012-01-01,236960,35,0.496,0.453,8.0,0.108,0.221,81.762,4.0
Love An Adventure,Pseudo Echo,"australian rock,dance rock,synthpop",1985-01-01,256281,23,0.666,0.981,7.0,0.284,0.542,125.312,4.0
Candydrunk,Zeek Power,australian talent show,2019-08-30,215723,18,0.474,0.458,9.0,0.18,0.216,75.851,4.0
SING,My Chemical Romance,"emo,modern rock,pop punk,pov: indie,rock",2010-11-05,270386,62,0.606,0.942,2.0,0.106,0.373,110.98,4.0
Hold Back The River,James Bay,"neo mellow,pop,uk pop",2015-03-20,238746,74,0.715,0.715,5.0,0.0936,0.507,134.922,4.0
Bloodstream,"Ed Sheeran, Rudimental","pop,singer-songwriter pop,uk pop,pop dance,uk dance,uk funky",2015-02-27,308876,50,0.482,0.59,1.0,0.0592,0.27,89.354,4.0
In For The Kill,La Roux,"alternative dance,electropop,neo-synthpop",2009,248626,0,0.629,0.969,8.0,0.122,0.905,150.01,4.0
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock","pop,singer-songwriter pop,uk pop,chicago rap,conscious hip hop,hip hop,pop rap,rap,melodic rap,rap,trap",2019-07-12,204833,42,0.654,0.784,8.0,0.0666,0.603,94.877,4.0
Lost on You,LP,"la pop,women's music",2017-05-05,268105,78,0.433,0.724,5.0,0.0918,0.689,174.006,4.0
Always,Bon Jovi,"glam metal,rock",2010-01-01,353106,0,0.373,0.678,4.0,0.168,0.346,141.42,4.0
Daylight (feat. Travis McCoy),"Kelly Rowland, Travis McCoy","atl hip hop,dance pop,hip pop,r&b,urban contemporary",2007,209760,23,0.697,0.926,11.0,0.0971,0.879,102.988,4.0
I See You Baby (feat. Gramma Funk),"Groove Armada, Gramma Funk","big beat,electronica,nu skool breaks,trip hop",2000-02-22,281066,37,0.82,0.838,6.0,0.0532,0.654,122.023,4.0
Round Round,Sugababes,"dance pop,europop,girl group,talent show",2002-01-01,236426,61,0.74,0.845,6.0,0.115,0.749,126.607,4.0
8 Letters,Why Don't We,"boy band,pop",2018-08-09,190026,0,0.607,0.478,1.0,0.0928,0.255,88.979,4.0
The Ballad Of The Green Berets,Sgt. Barry Sadler,military cadence,1966,146400,49,0.715,0.327,0.0,0.625,0.713,84.369,4.0
Leave Me Alone (Ruby Red Dress),Helen Reddy,"adult standards,bubblegum pop,mellow gold,soft rock",1973,207826,29,0.647,0.707,7.0,0.0875,0.818,134.123,4.0
Lady What's Your Name,Swanee,australian rock,1983-10-18,225946,0,0.33,0.476,6.0,0.197,0.25,84.894,4.0
Everything (feat. John Legend),"Ella Mai, John Legend","r&b,rap,uk contemporary r&b,neo soul,pop,pop soul,urban contemporary",2018-10-12,181644,61,0.395,0.456,7.0,0.108,0.0608,103.85,4.0
Slow Hand,The Pointer Sisters,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",1981,231960,64,0.826,0.558,6.0,0.0631,0.359,110.77,4.0
One Step At a Time,Jordin Sparks,"dance pop,pop,post-teen pop",2007-11-20,205160,0,0.766,0.692,1.0,0.0384,0.691,102.028,4.0
If You Wanna Stay,The Griswolds,"hopebeat,indie poptimism,indie rockism,shimmer pop,stomp pop",2014-08-22,159847,29,0.545,0.933,5.0,0.109,0.23,116.51,4.0
Superstition - Single Version,Stevie Wonder,"motown,soul",1996-01-01,239120,0,0.65,0.658,10.0,0.0526,0.883,100.541,4.0
Another Life,The Collective,"australian pop,australian talent show,boy band",2013-06-28,230973,22,0.582,0.747,0.0,0.0818,0.544,143.073,4.0
Don't Believe In Love,Sheppard,"australian indie,folk-pop",2020-02-28,203656,14,0.585,0.612,5.0,0.0474,0.767,204.107,4.0
All My Loving - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",1963-11-22,127853,72,0.416,0.563,1.0,0.343,0.9,77.56,4.0
Officially Missing You,Tamia,"canadian pop,contemporary r&b,r&b,urban contemporary",2004,242466,55,0.476,0.407,4.0,0.144,0.226,178.258,4.0
Throw Your Hands Up (Dancar Kuduro),"Qwote, Pitbull, Lucenzo","dance pop,miami hip hop,pop,reggaeton",2011-01-01,209908,49,0.603,0.932,0.0,0.402,0.741,129.984,4.0
Drive,The Cars,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",1984-03-13,234493,70,0.582,0.606,6.0,0.151,0.504,111.441,5.0
Payphone,"Maroon 5, Wiz Khalifa","pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",2012-01-01,231466,0,0.745,0.756,4.0,0.356,0.495,109.999,4.0
Un-Break My Heart,Toni Braxton,"contemporary r&b,dance pop,r&b,urban contemporary",2007-02-12,270773,0,0.61,0.41,11.0,0.113,0.116,109.962,4.0
Bedroom Eyes,Kate Ceberano,"australian dance,australian pop,australian rock",1999,236933,0,0.78,0.725,1.0,0.0823,0.772,142.169,4.0
What the Hell,Avril Lavigne,"canadian pop,candy pop,pop",2011-03-04,220626,0,0.571,0.932,6.0,0.117,0.864,150.014,4.0
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK","dance pop,edm,house,pop dance,uk dance,uk pop,house,pop dance,uk contemporary r&b,uk dance,uk pop",2022-02-04,177689,82,0.763,0.782,7.0,0.293,0.502,127.034,4.0
Everyday People,Sly & The Family Stone,"classic soul,funk,funk rock,p funk,psychedelic soul,soul,southern soul",1999-10-08,139506,58,0.813,0.619,7.0,0.113,0.774,114.58,4.0
Blue Sky Mine - Remastered,Midnight Oil,australian rock,1997,260160,40,0.669,0.775,1.0,0.118,0.811,132.019,4.0
Sweet Disposition,The Temper Trap,"indietronica,modern rock",2009-08-02,234680,0,0.531,0.805,2.0,0.116,0.349,129.107,4.0
Strip That Down,"Liam Payne, Quavo","pop,atl hip hop,melodic rap,rap,trap",2017-05-18,204502,0,0.869,0.485,6.0,0.0765,0.527,106.028,4.0
Permission To Shine,Bachelor Girl,"australian pop,australian rock",1998,256200,37,0.474,0.796,9.0,0.147,0.711,164.033,4.0
Break My Heart,Dua Lipa,"dance pop,pop,uk pop",2020-03-25,221820,68,0.73,0.729,4.0,0.349,0.467,113.012,4.0
Hound Dog,Elvis Presley,"rock-and-roll,rockabilly",1958-03-21,136026,68,0.494,0.756,0.0,0.76,0.949,86.895,4.0
Happy Birthday Helen,Things Of Stone and Wood,"australian alternative rock,australian rock",1993-02-19,228666,43,0.448,0.677,5.0,0.334,0.663,138.2,4.0
Jailbreak,Back In Black,britcore,2012-06-14,276291,16,0.46,0.775,9.0,0.14,0.582,131.72,4.0
Everlasting Love,Love Affair,"classic uk pop,merseybeat,rock-and-roll",1968-03-04,182666,58,0.497,0.569,9.0,0.336,0.811,120.531,4.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","pop,dance pop,edm,pop,pop dance,contemporary country,country,country pop,country road,modern country rock,modern alternative rock",2017-09-08,174800,79,0.664,0.708,8.0,0.0841,0.742,103.07,4.0
All Around The World,"Justin Bieber, Ludacris","canadian pop,pop,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",2012-01-01,244546,0,0.697,0.822,3.0,0.151,0.776,127.98,4.0
Too Good At Goodbyes - Edit,Sam Smith,"pop,uk pop",2017-09-08,201000,0,0.653,0.378,5.0,0.177,0.54,91.835,4.0
I'm The Leader Of The Gang (I Am),Gary Glitter,,1973,208626,39,0.249,0.939,2.0,0.214,0.233,156.994,4.0
Baby Come Back,The Equals,"classic uk pop,merseybeat",2010-10-25,152333,0,0.72,0.645,0.0,0.153,0.806,135.059,4.0
Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch","dance pop,edm,electro house,house,pop,progressive house,uk dance,uk pop",2012-10-29,212560,77,0.573,0.929,8.0,0.0567,0.582,127.934,4.0
What Happened to Us (feat. Jay Sean),"Jessica Mauboy, Jay Sean","australian indigenous,australian pop,australian talent show,dance pop,pop,pop rap",2011-08-15,200853,33,0.671,0.818,8.0,0.0995,0.524,154.083,4.0
Pepper,Butthole Surfers,"alternative rock,experimental rock,grunge,noise rock,psychedelic punk,punk",1996-01-01,297266,67,0.631,0.804,7.0,0.16,0.671,79.898,4.0
You'll Lose A Good Thing,Barbara Lynn,"classic soul,motown,rhythm and blues,southern soul",1963-01-01,159866,57,0.591,0.324,2.0,0.172,0.617,104.15,3.0
The Tears I Cried,The Glitter Band,double drumming,1998-07-20,222693,15,0.534,0.586,9.0,0.0637,0.387,131.682,4.0
Wedding Ring,The Easybeats,"australian rock,british blues,freakbeat,protopunk,psychedelic rock",1966-04-01,123680,23,0.435,0.981,2.0,0.119,0.618,115.3,4.0
Angel of the Morning,Merrilee Rush,,2017-11-10,188207,35,0.512,0.165,8.0,0.161,0.332,81.059,4.0
Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",pop soul,2015-01-12,298133,57,0.724,0.538,0.0,0.0343,0.282,108.945,4.0
My Guy,Mary Wells,"classic soul,motown,soul",1964,174440,63,0.691,0.581,10.0,0.147,0.91,126.615,4.0
Angels Brought Me Here,Guy Sebastian,"australian pop,australian talent show",2010-11-19,240093,50,0.553,0.415,7.0,0.0965,0.26,130.111,4.0
Devil Gate Drive,Suzi Quatro,glam rock,1974-10-01,227853,0,0.568,0.94,2.0,0.177,0.35,135.541,4.0
American Boy (feat. Kanye West),"Estelle, Kanye West","neo soul,r&b,chicago rap,hip hop,rap",2008-03-28,284733,1,0.727,0.729,0.0,0.07,0.512,117.932,4.0
All 4 Love,Color Me Badd,"boy band,contemporary r&b,new jack swing",1991-07-23,211493,57,0.807,0.75,2.0,0.149,0.797,106.389,4.0
So Much In Love,The Tymes,"beach music,classic soul,doo-wop,motown,philly soul,rhythm and blues",1963-01-01,140466,0,0.537,0.493,11.0,0.407,0.475,75.576,4.0
Cool for the Summer,Demi Lovato,"pop,post-teen pop",2015-01-01,214739,54,0.581,0.609,10.0,0.13,0.312,114.048,4.0
Everybody Dance (feat. Nile Rodgers),"Cedric Gervais, Franklin, Nile Rodgers","edm,electro house,pop dance,progressive electro house,progressive house,disco",2020-11-20,168289,3,0.628,0.928,0.0,0.0651,0.68,123.953,4.0
Wish You Well,Bernard Fanning,"australian alternative rock,australian rock",2005-01-01,151133,64,0.73,0.717,2.0,0.0628,0.703,122.713,4.0
I Will Always Love You,Whitney Houston,dance pop,2012-11-12,270760,5,0.311,0.216,4.0,0.0862,0.104,134.051,4.0
Shoot to Thrill,AC/DC,"australian rock,hard rock,rock",1980-07-25,317426,76,0.457,0.904,2.0,0.396,0.48,141.038,4.0
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper","hip hop,miami hip hop,pop rap,rap,canadian pop,pop,atl hip hop,melodic rap,rap,trap,chicago rap,conscious hip hop,hip hop,pop rap,rap",2018-07-27,260000,68,0.552,0.76,0.0,0.0865,0.639,135.702,5.0
Run - Revised Album Version,Snow Patrol,"irish rock,modern rock,neo mellow,permanent wave,pop rock",2009-01-01,354613,0,0.377,0.65,9.0,0.149,0.165,149.148,4.0
Afterglow,Ed Sheeran,"pop,singer-songwriter pop,uk pop",2020-12-21,185486,74,0.641,0.324,11.0,0.328,0.273,110.184,4.0
Wanted Dead Or Alive,Bon Jovi,"glam metal,rock",2010-01-01,308560,0,0.258,0.817,7.0,0.315,0.263,148.742,4.0
I Like It Both Ways,Supernaut,glam rock,1976,225038,0,0.503,0.576,4.0,0.187,0.454,119.708,4.0
If I Had You,Adam Lambert,"dance pop,idol,pop,post-teen pop",2009-11-23,228240,59,0.648,0.908,4.0,0.374,0.793,131.147,4.0
Prisoner of Society,Freedom Under XRay,,2004-01-01,238733,9,0.382,0.945,9.0,0.124,0.548,142.834,4.0
Heaven Is A Place On Earth,Belinda Carlisle,"new romantic,new wave pop,soft rock",1987-10-05,247093,72,0.634,0.901,4.0,0.0419,0.687,122.851,4.0
Run to Paradise,Choirboys,australian rock,1987,251586,64,0.698,0.71,9.0,0.0489,0.691,138.797,4.0
Blue,LeAnn Rimes,"contemporary country,country,country dawn,country road",1996-07-09,169546,59,0.545,0.452,4.0,0.161,0.297,91.294,4.0
Hey Bitty - Main,Nitty,bronx hip hop,2005-01-01,169533,0,0.901,0.931,8.0,0.0664,0.888,139.944,4.0
The Right Kind of Love,Jeremy Jordan,contemporary r&b,1993,273933,37,0.717,0.634,5.0,0.0782,0.896,178.064,4.0
Have You Never Been Mellow,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock",1975,213533,52,0.542,0.324,0.0,0.0876,0.421,121.802,4.0
All I Know So Far,P!nk,"dance pop,pop",2021-05-07,277413,69,0.578,0.639,4.0,0.0944,0.296,108.045,4.0
Move Away,Culture Club,"new romantic,new wave,new wave pop,soft rock,synthpop",1986-04-01,261733,42,0.666,0.692,5.0,0.34,0.89,132.253,4.0
You Can Depend On Me,Brenda Lee,"adult standards,easy listening,lounge,rockabilly",2000-01-01,212426,0,0.547,0.105,11.0,0.119,0.268,92.307,3.0
Have I Told You Lately - 2008 Remaster,Rod Stewart,"mellow gold,soft rock",1991,241506,68,0.523,0.366,10.0,0.094,0.291,142.814,4.0
Selling The Drama,Live,"grunge,pop rock,post-grunge",1994-01-01,208293,61,0.45,0.914,6.0,0.101,0.336,124.42,4.0
All I Need Is You,Guy Sebastian,"australian pop,australian talent show",2003-12-08,245200,29,0.778,0.646,9.0,0.203,0.744,105.052,4.0
Something's Burning,Kenny Rogers & The First Edition,psychedelic rock,1996-01-01,240200,10,0.441,0.397,9.0,0.0595,0.463,94.021,4.0
Footsteps,Steve Lawrence,"adult standards,easy listening",2006-01-20,127017,0,0.499,0.378,5.0,0.711,0.654,147.597,4.0
If I Were a Carpenter,Swanee,australian rock,1983-10-18,213906,0,0.516,0.792,7.0,0.27,0.496,106.939,4.0
Dangerous (feat. Sam Martin),"David Guetta, Sam Martin","big room,dance pop,edm,pop,pop dance",2014-11-21,203641,70,0.466,0.747,4.0,0.107,0.43,92.161,4.0
Say Something,"A Great Big World, Christina Aguilera","neo mellow,piano rock,pop rock,viral pop,dance pop,pop",2014-01-20,229400,76,0.407,0.147,2.0,0.0913,0.0765,141.284,3.0
Stuck In A Moment You Can't Get Out Of,U2,"irish rock,permanent wave,rock",2006-01-01,272346,0,0.527,0.61,4.0,0.281,0.331,158.478,4.0
Because They’re Young,Duane Eddy,"rock-and-roll,rockabilly,surf music",2016-11-01,124506,0,0.678,0.777,4.0,0.096,0.965,120.568,4.0
Hall of Fame (feat. will.i.am),"The Script, will.i.am","celtic rock,pop,dance pop,pop",2012-09-10,202533,84,0.421,0.873,10.0,0.123,0.629,84.786,4.0
The Village of St. Bernadette,Andy Williams,"adult standards,easy listening",2009-06-11,199546,0,0.278,0.198,8.0,0.293,0.24,86.667,3.0
Here I Go Again - Radio Version,Whitesnake,"album rock,british blues,classic rock,glam metal,hard rock,metal,rock",2002-01-01,234200,20,0.471,0.858,7.0,0.319,0.589,93.285,4.0
Malibu,Hole,"alternative rock,grunge",1998-01-01,230040,65,0.528,0.904,2.0,0.174,0.678,122.372,4.0
Who Are You,The Who,"album rock,british invasion,classic rock,hard rock,rock",1978-08-18,381626,0,0.653,0.631,9.0,0.0627,0.516,156.32,4.0
What the Hell,Avril Lavigne,"canadian pop,candy pop,pop",2011-03-08,220706,77,0.578,0.926,6.0,0.14,0.877,149.976,4.0
Sail,AWOLNATION,"la indie,modern alternative rock,modern rock,rock,stomp pop",2011-03-15,259093,78,0.826,0.436,1.0,0.0964,0.272,119.051,4.0
I Hear You Knocking,Dave Edmunds,"british blues,power pop,pub rock,rockabilly",2005-07-04,167786,41,0.528,0.445,6.0,0.0766,0.97,206.361,4.0
One Touch,"Jess Glynne, Jax Jones","pop,uk pop,dance pop,edm,house,pop dance,uk dance,uk pop",2018-10-12,197875,61,0.686,0.693,0.0,0.136,0.699,124.206,4.0
A Little More Love,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock",2018-06-08,205725,23,0.713,0.534,8.0,0.0814,0.532,100.22,4.0
You've Lost That Lovin' Feelin' - 2006 Digital Remaster,Long John Baldry,"british blues,canadian blues",2006-01-01,204013,23,0.4,0.335,0.0,0.108,0.311,95.739,4.0
Your Love,The Outfield,"album rock,power pop",1985-06-29,216466,23,0.579,0.654,1.0,0.0673,0.616,129.537,4.0
What You Waiting For?,Gwen Stefani,"dance pop,pop",2004-11-22,221226,70,0.676,0.948,5.0,0.384,0.731,136.027,4.0
Bones,Imagine Dragons,"modern rock,pop,rock",2022-03-11,165264,86,0.773,0.742,5.0,0.0754,0.571,114.071,4.0
Real World,Matchbox Twenty,"neo mellow,pop rock,post-grunge",1996-10-01,231693,68,0.504,0.761,10.0,0.0892,0.884,117.999,4.0
Please Mr. Postman,Carpenters,"adult standards,mellow gold,soft rock",1975-01-01,172733,0,0.669,0.514,9.0,0.095,0.966,132.955,4.0
Rude,MAGIC!,"pop,reggae fusion",2013-10-11,224773,69,0.743,0.807,1.0,0.309,0.899,144.062,4.0
No Lies,Noiseworks,australian rock,1992-03-05,233333,39,0.565,0.892,9.0,0.0907,0.345,101.718,4.0
You Should Be Dancing,Bee Gees,"disco,mellow gold,soft rock",1976-01-01,256493,72,0.681,0.716,0.0,0.337,0.963,123.009,4.0
Have I Told You Lately,Russell Watson,operatic pop,2014-12-09,274480,0,0.399,0.206,5.0,0.0948,0.117,136.713,4.0
Pieces Of Me,Ashlee Simpson,"dance pop,post-teen pop",2004-01-01,217440,0,0.505,0.799,2.0,0.11,0.772,173.999,4.0
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe","baroque pop,metropopolis,afrofuturism,alternative r&b,atl hip hop,neo soul,r&b",2012-02-14,250626,82,0.378,0.638,10.0,0.0849,0.735,184.086,4.0
Daddy Cool,Drummond,,2019-01-15,159853,5,0.676,0.694,4.0,0.27,0.974,131.649,4.0
Two For My Seconds,Operator Please,,2007-01-01,240720,13,0.505,0.704,0.0,0.145,0.631,131.704,4.0
SUGAR,BROCKHAMPTON,"boy band,rap",2019-08-23,204533,74,0.453,0.538,1.0,0.19,0.516,122.973,4.0
"Whenever, Wherever",Shakira,"colombian pop,dance pop,latin pop,pop",2001-11-13,196160,83,0.794,0.832,1.0,0.203,0.871,107.657,4.0
Little Green Bag - Single Edit,George Baker Selection,nederpop,2016-04-08,201640,62,0.698,0.701,7.0,0.0768,0.899,103.026,4.0
Get Out My Head,Shane Codd,uk dance,2020-05-25,204933,64,0.693,0.913,0.0,0.231,0.795,123.989,4.0
Havana (feat. Young Thug),"Camila Cabello, Young Thug","dance pop,pop,atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",2017-08-03,216896,1,0.768,0.517,7.0,0.104,0.418,104.992,4.0
Whistle (While You Work It),Katy Tiz,,2015-02-10,215032,50,0.697,0.932,2.0,0.263,0.806,161.96,4.0
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber","pop,canadian pop,pop",2020-05-08,228482,83,0.597,0.45,8.0,0.382,0.537,178.765,3.0
Gangsta's Paradise,"Coolio, L.V.","g funk,gangster rap,hip hop,west coast rap",1995-11-07,240693,7,0.647,0.514,8.0,0.398,0.387,79.974,4.0
Slide,The Goo Goo Dolls,"neo mellow,permanent wave,pop rock,post-grunge",1998-09-11,212066,76,0.395,0.843,8.0,0.0404,0.481,112.423,4.0
Band On The Run - 2010 Remaster,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",1973-12-05,313026,75,0.479,0.601,7.0,0.11,0.669,124.966,4.0
Gravy (For My Mashed Potatoes),Dee Dee Sharp,"classic girl group,classic soul,doo-wop,motown,philly soul,rhythm and blues,southern soul",1962-01-01,124600,0,0.722,0.85,2.0,0.304,0.973,130.738,4.0
Paper Tiger,Sue Thompson,deep adult standards,2015-02-03,144875,2,0.728,0.734,4.0,0.0913,0.884,133.983,4.0
Finger Poppin' Time,Hank Ballard & The Midnighters,"doo-wop,rhythm and blues",2005,111826,0,0.491,0.591,0.0,0.19,0.686,78.009,4.0
Cool For Cats,Squeeze,"beatlesque,new romantic,new wave,new wave pop,power pop,sophisti-pop",1979-01-01,219826,56,0.792,0.747,0.0,0.221,0.968,144.15,4.0
Roll To Me,Del Amitri,"melancholia,new wave pop,scottish rock",1995-01-01,132306,66,0.567,0.821,6.0,0.108,0.895,150.106,4.0
Just A Feeling,Maroon 5,pop,2010,226506,53,0.601,0.617,3.0,0.107,0.295,149.903,4.0
Wind It Up,Gwen Stefani,"dance pop,pop",2006-01-01,189586,0,0.961,0.9,8.0,0.354,0.95,120.006,4.0
Clint Eastwood,Gorillaz,"alternative hip hop,modern rock,rock",2001-03-26,340920,79,0.663,0.694,10.0,0.0698,0.525,167.953,4.0
Your Mama Don't Dance,"Brian Cadd, The Bootleg Family Band","australian americana,australian rock",2018-04-13,179816,0,0.621,0.817,0.0,0.149,0.966,142.014,4.0
Helen Wheels - Remastered 2010,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",1973-12-05,227533,38,0.443,0.693,9.0,0.356,0.737,146.0,4.0
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding","dance pop,edm,electro house,house,pop,progressive house,uk dance,indietronica,metropopolis,pop,uk pop",2023-03-10,186496,92,0.636,0.869,9.0,0.0808,0.306,143.011,4.0
Runaway,The Corrs,"celtic rock,europop,pop rock",1995-09-26,265133,65,0.423,0.598,5.0,0.34,0.521,151.972,3.0
Paperback Writer - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",1973-04-01,139186,51,0.502,0.685,7.0,0.551,0.805,157.394,4.0
Missing You,Ray Peterson,deep adult standards,2016-03-11,167836,3,0.545,0.266,9.0,0.0985,0.372,90.504,4.0
99 Luftballons,Nena,"german pop,new wave pop",1984-08-21,233000,0,0.466,0.438,4.0,0.113,0.587,193.1,4.0
Raining Again,Moby,"downtempo,electronica",2005-03-14,226000,40,0.604,0.785,2.0,0.0411,0.779,117.827,4.0
Born To Be Wild - Single Version,Steppenwolf,"acid rock,album rock,blues rock,british blues,classic canadian rock,classic rock,hard rock,proto-metal,rock,singer-songwriter,soft rock",1968-01-01,212893,72,0.439,0.734,2.0,0.244,0.54,145.703,4.0
All I Want Is You,U2,"irish rock,permanent wave,rock",1988-10-10,389933,0,0.239,0.442,1.0,0.0738,0.4,185.723,4.0
See You Again,Miley Cyrus,pop,2009-01-01,190373,41,0.692,0.911,9.0,0.112,0.801,138.976,4.0
Gangsta Lovin',"Eve, Alicia Keys","contemporary r&b,dance pop,hip pop,philly rap,r&b,urban contemporary,neo soul,pop,r&b",2002-01-01,239266,0,0.723,0.84,1.0,0.0945,0.827,94.332,4.0
Piece Of My Heart,Janis Joplin,"album rock,classic rock,hard rock,psychedelic rock,rock",2007-07-17,253804,0,0.482,0.883,4.0,0.266,0.594,80.687,4.0
Super Bass,Nicki Minaj,"hip pop,pop,queens hip hop,rap",2010-01-01,200013,0,0.721,0.867,11.0,0.503,0.639,127.033,4.0
We Are All Made Of Stars,Moby,"downtempo,electronica",2002,273213,0,0.623,0.563,2.0,0.192,0.378,112.024,4.0
Stay With Me - Darkchild Version,Sam Smith,"pop,uk pop",2014-01-01,174919,23,0.459,0.37,7.0,0.0923,0.104,84.108,4.0
Replay,Iyaz,"dance pop,pop rap,post-teen pop",2009-08-18,182306,81,0.706,0.751,9.0,0.168,0.195,91.031,4.0
Wish You The Best,Lewis Capaldi,"pop,uk pop",2023-04-14,210880,67,0.678,0.48,3.0,0.0954,0.49,107.934,4.0
Go Crazy,"Chris Brown, Young Thug","r&b,rap,atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",2020-05-08,176960,79,0.755,0.578,0.0,0.25,0.581,94.148,4.0
